Key,Brazilian
ulmBlockElevatorPlatform4Desc,"Possui fonte de alimentação integrada. Dimensões (LxPxA): [decea3]9x9x26[-]"
ulmBlockElevatorPlatform5,"Plataforma do Elevador (5 Andares)"
ulmBlockElevatorPlatform5Desc,"Possui fonte de alimentação integrada. Dimensões (LxPxA): [decea3]9x9x26[-]"
ulmBlockElevatorPlatform6,"Plataforma do Elevador (6 Andares)"
ulmBlockElevatorPlatform6Desc,"Possui fonte de alimentação integrada. Dimensões (LxPxA): [decea3]9x9x26[-]"
ulmBlockLightVariantHelperBlueprint,"Diagrama de Luz de teto"
ulmBlockLightVariantHelperBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmBlockMRWoodVariantHelper,"Bloco de Madeira Reforçado com Metal"
ulmBlockMRWoodVariantHelperDesc,"Fornece mais proteção do que blocos de madeira reforçados sem metal."
ulmBlockPewSegmentVariantHelper,"Segmento de Banco"
ulmBlockResourceCarBattery,"Bateria de Carro"
ulmBlockResourceCarBatteryCentered,"Bateria de Carro (Centralizada)"
ulmBlockResourceCarBatteryCenteredDesc,"For POI Building"
ulmBlockResourceCarBatteryCorner,"Bateria de Carro (Canto)"
ulmBlockResourceCarBatteryCornerDesc,"For POI Building"
ulmBlockResourceCarBatteryDesc,"For POI Building"
ulmBlockResourcePropaneTank,"Tanque de Gasolina"
ulmBlockResourcePropaneTankDesc,"Altamente inflamável.\nUsado para fabricar fornos de trabalho e estações de química avançada que não requerem combustível queimável. [FF6A00]Cuidado: A atualização da Estação Química existente removerá todos os itens dos slots de combustível, ferramenta e saída.[-]"
ulmBlockResourceWaterTank,"Tanque de Água"
ulmBlockResourceWaterTankDesc,"Um tanque cheio de água. Você pode usá-lo para criar ou conectar a uma torneira existente (requer uma chave inglesa) no mundo para que possa ser usado para encher seus recipientes de água vazios."
ulmBlockRopeVariantHelper,"Corda (Escalável)"
ulmBlockRScrapIronVariantHelper,"Bloco de sucata de ferro"
ulmBlockRScrapIronVariantHelperDesc,"Fornece proteção média."
ulmBlockRWoodVariantHelper,"Bloco de Madeira Reforçado"
ulmBlockRWoodVariantHelperDesc,"Oferece melhor proteção do que os blocos de madeira comuns."
ulmBlockSSteelVariantHelper,"Bloco de aço inoxidável"
ulmBlockSSteelVariantHelperDesc,"Fornece proteção superior do que os blocos de aço."
ulmBlockSteelVariantHelper,"Bloco de aço"
ulmBlockSteelVariantHelperDesc,"Oferece excelente proteção."
ulmBlockStoreWindowBulletproofVariantHelper,"Janela de Metal Blindada"
ulmBlockStoreWindowVariantHelper,"Janela de Metal"
ulmBlockTrapGlassBusinessVariantHelper,"Vidro Comercial (Armadilha)"
ulmBlockTrapGlassBusinessVariantHelperDesc,"Uma armadilha de piso falso que se desintegrará quando pisada."
ulmBlockTVVariantHelper,"TV"
ulmBlockTVVariantHelperDesc,"Não funciona, mas vai fazer você se sentir mais em casa."
ulmBlockWaterpump,"Bomba D'agua"
ulmBlockWaterpumpDesc,"Reabastece lentamente com água turva (1 unidade a cada minuto) das profundezas do solo, menos contaminada pela radiação."
ulmBlockWireStrippers,"Alicate"
ulmBlockWireStrippersDesc,"For POI Building"
ulmBlockWoodVariantHelper,"Bloco de Madeira"
ulmBlockWoodVariantHelperDesc,"Fornece proteção básica."
ulmBlockWoodWindowVariantHelper,"Janela de Madeira"
ulmBookArchery,"Arcos e Bestas"
ulmBookArcheryDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Arcos e Bestas[-] em [decea3]1[-]."
ulmBookAssasin,"Assassino"
ulmBookAssasinDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Assassino[-] em [decea3]1[-]."
ulmBookAssaultRifles,"Metralhadoras"
ulmBookAssaultRiflesDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Metralhadoras[-] em [decea3]1[-]."
ulmBookAthletics,"Atletismo"
ulmBookAthleticsDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Atletismo[-] em [decea3]1[-]."
ulmBookAxes,"Marcenaria Aplicada"
ulmBookAxesDesc,"Ler este livro de habilidade aumentará seu nível com [decea3]Machados[-] em [decea3]1[-]."
ulmBookBlades,"Facas e espadas"
ulmBookBladesDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Facas e espadas[-] em [decea3]1[-]."
ulmBookBrawler,"Soco Inglês"
ulmBookBrawlerDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Soco Inglês[-] em [decea3]1[-]."
ulmBookButcher,"Esfolar Animais"
ulmBookButcherDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Esfolar Animais[-] em [decea3]1[-]."
ulmBookClubs,"Porretes"
ulmBookClubsDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Porretes[-] em [decea3]1[-]."
ulmBookHandguns,"Pistolas"
ulmBookHandgunsDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Pistolas[-] em [decea3]1[-]."
ulmBookHealing,"Ferimentos e Patologias"
ulmBookHealingDesc,"Ler este livro de habilidade aumentará sua habilidade de [decea3]Curar[-] em [decea3]1[-]."
ulmBookLockPicking,"Manual do Chaveiro"
ulmBookLockPickingDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Arrombamento de Fechaduras[-] em [decea3]1[-]."
ulmBookLooting,"Saque"
ulmBookLootingDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Saque[-] em [decea3]1[-]."
ulmBookMining,"Mineração Sustentável"
ulmBookMiningDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Mineração[-] em [decea3]1[-]."
ulmBookQuesting,"Buscas & Jornadas"
ulmBookQuestingDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Jornada[-] em [decea3]1[-]."
ulmBookResistCold,"Resistência ao Frio"
ulmBookResistColdDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Resistência ao Frio[-] em [decea3]1[-]."
ulmBookResistHeat,"Resistência ao Calor"
ulmBookResistHeatDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Resistência ao Calor[-] em [decea3]1[-]."
ulmBookResistPain,"Resistência à Dor"
ulmBookResistPainDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Resistência à Dor[-] em [decea3]1[-]."
ulmBooks,"Colecionáveis"
ulmBookSalvaging,"Manual Prático do Ferramenteiro"
ulmBookSalvagingDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Ferramentas Manuais[-] em [decea3]1[-]."
ulmBookShockers,"Armas de Bastão"
ulmBookShockersDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Armas de bastão[-] em [decea3]1[-]."
ulmBookShotguns,"Espingardas"
ulmBookShotgunsDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Espingardas[-] em [decea3]1[-]."
ulmBookShovels,"Manual Prático de Escavação"
ulmBookShovelsDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Escavação[-] em [decea3]1[-]."
ulmBookSledgehammers,"Marretas"
ulmBookSledgehammersDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Marretas[-] em [decea3]1[-]."
ulmBookSneaking,"Esgueirar-se"
ulmBookSneakingDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Esgueirar-se[-] em [decea3]1[-]."
ulmBookSniperRifles,"Rifles de Precisão"
ulmBookSniperRiflesDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Rifles de precisão[-] em [decea3]1[-]."
ulmBookSpears,"Lanças"
ulmBookSpearsDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Lanças[-] em [decea3]1[-]."
ulmBookStrength,"Anatomia da Musculação"
ulmBookStrengthDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Levantamento de peso[-] em [decea3]1[-]."
ulmBookSubmachineGuns,"Submetralhadoras"
ulmBookSubmachineGunsDesc,"Reading this skill book will increase your level in [decea3]Submetralhadoras[-] action skill by [decea3]1[-]."
ulmBookTrading,"Segredos de Negociação"
ulmBookTradingDesc,"Ler este livro de habilidade aumentará seu nível de [decea3]Negociação[-] em [decea3]1[-]."
ulmBuffArmorBrokenChest,"Armadura Quebrada"
ulmBuffArmorBrokenChestDesc,"Sua [decea3]Armadura[-] esta danificadas."
ulmBuffArmorBrokenFeet,"Botas Danificadas"
ulmBuffArmorBrokenFeetDesc,"Suas [decea3]Botas[-] estão danificadas."
ulmBuffArmorBrokenHands,"Luvas Danificadas"
ulmBuffArmorBrokenHandsDesc,"Suas [decea3]Luvas[-] estão danificadas."
ulmBuffArmorBrokenHead,"Capacete Quebrada"
ulmBuffArmorBrokenHeadDesc,"Suas [decea3]Botas[-] estão danificadas."
ulmBuffArmorBrokenLegs,"Perneira Danificadas"
ulmBuffArmorBrokenLegsDesc,"Sua [decea3]Perneira[-] esta danificada."
ulmBuffArmorDamagedChest,"Armadura Peitoral danificada"
ulmBuffArmorDamagedChestDesc,"Sua [decea3]Armadura Peitoral [-] está danificada."
ulmBuffArmorDamagedFeet,"Bota danificada"
ulmBuffArmorDamagedFeetDesc,"Suas [decea3]Botas[-] estão danificadas."
ulmBuffArmorDamagedHands,"Luvas danificada"
ulmBuffArmorDamagedHandsDesc,"Suas [decea3]Luvas[-] estão danificadas."
ulmBuffArmorDamagedHead,"Equipamento de Cabeça danificado"
ulmBuffArmorDamagedHeadDesc,"Seu [decea3]Equipamento de Cabeça[-] está danificado."
ulmBuffArmorDamagedLegs,"Armadura de Perna danificada"
ulmBuffArmorDamagedLegsDesc,"Sua [decea3]Armadura de Perna[-] está danificada."
ulmBuffHercules,"Hércules"
ulmBuffHerculesDesc,"Sua capacidade física de carregar foi aumentada em [decea3]200[-].\nAcumula com o efeito de [decea3]Esteróides[-]."
ulmBuffHoldHeavyWeapon,"Arma Pesada"
ulmBuffHoldHeavyWeaponDesc,"Você está segurando uma arma pesada, reduzindo seu movimento e pulando em [decea3]25%[-]"
ulmBuffHoldMovementSpeed10,"Velocidade aumentada"
ulmBuffHoldMovementSpeed10Desc,"Você está segurando uma arma, que faz você andar e correr mais rápido em [decea3]10%[-]"
ulmCollectorOilPumpActive,"Extrator de Xisto"
ulmCollectorOilPumpActiveDesc,"Extrai lentamente [decea3]Xisto[-] das profundezas do solo."
ulmCollectorOilPumpHarvest,"Extrator de petróleo"
ulmCollectorOilPumpHarvestDesc,"Extrai lentamente [decea3]Xisto[-] das profundezas do solo."
ulmCollectorOreActive,"Extrator de Minério"
ulmCollectorOreActiveDesc,"Extrai lentamente um minério aleatório das profundezas do solo. Tem uma pequena chance de extrair [decea3]Minério de Titânio[-]"
ulmCollectorOreHarvest,"Extrator de Minério"
ulmCollectorOreHarvestDesc,"Extrai lentamente um minério aleatório das profundezas do solo. Tem uma pequena chance de extrair [decea3]Minério de Titânio[-]"
ulmCollectorWellWood,"Poço de Água"
ulmCollectorWellWoodDesc,"Reabastece lentamente com água turva (1 unidade a cada 2 minutos) das profundezas do solo, menos contaminada pela radiação."
ulmContainerATM1Insecure,"Caixa Eletrônico"
ulmContainerATM1Secure,"Caixa Eletrônico"
ulmContainerATM2Insecure,"Caixa Eletrônico"
ulmContainerATM2Secure,"Caixa Eletrônico"
ulmContainerATM3Insecure,"Caixa Eletrônico"
ulmContainerATM3Secure,"Caixa Eletrônico"
ulmContainerATM4Insecure,"Caixa Eletrônico"
ulmContainerATM4Secure,"Caixa Eletrônico"
ulmContainerATM5Insecure,"Caixa Eletrônico"
ulmContainerATM5Secure,"Caixa Eletrônico"
ulmContainerATM6Insecure,"Caixa Eletrônico"
ulmContainerATM6Secure,"Caixa Eletrônico"
ulmContainerATM7Insecure,"Caixa Eletrônico de Parede"
ulmContainerATM7Secure,"Caixa Eletrônico de Parede"
ulmContainerATM8Insecure,"Caixa Eletrônico de Parede"
ulmContainerATM8Secure,"Caixa Eletrônico de Parede"
ulmContainerATM9Insecure,"Caixa Eletrônico de Parede"
ulmContainerATM9Secure,"Caixa Eletrônico de Parede"
ulmContainerATMInWallRandomHelper,"[Wall ATM Random Helper]"
ulmContainerATMOnWallRandomHelper,"[ATM Random Helper]"
ulmContainerATMStandingRandomHelper,"[Standing ATM Random Helper]"
ulmContainerATMTerminalRandomHelper,"[Cash Terminal Random Helper]"
ulmContainerBagDuffle,"Bolsa de Viagem"
ulmContainerBagDuffleDesc,"Um recipiente comum para armazenar alguns itens."
ulmContainerBagStarter,"Bolsa de Emergência"
ulmContainerBagStarterDesc,"Kit portátil que contém itens necessários para sobreviver por 48 horas em caso de emergência. Coloque-o no chão e perfure-o para quebrar o selo."
ulmContainerBagStarterLoot,"Bolsa de Emergência"
ulmContainerBagStarterLootDesc,"Kit portátil que contém itens necessários para sobreviver por 48 horas em caso de emergência."
ulmContainerBirdnestEmpty,"Ninho de Pássaro\n[F44336](vazio)[-]"
ulmContainerBirdnestEmptyDesc,"Ninho de Pássaro (vazio)"
ulmContainerCarPickupTruck,"Pickup Azul Abandonada"
ulmContainerChestHeroPlayer,"Baú Reforçado"
ulmContainerChestHeroPlayerDesc,"Pode armazenar uma quantidade razoável de itens com nível de proteção modesto."
ulmContainerChestOpen,"Baú de Armazenamento Quebrado"
ulmContainerChestOpenDesc,"Este baú parece estar sem tampa."
ulmContainerCollapsedTannery,"Curtume destruído"
ulmContainerCollapsedTanneryDesc,"Restos de um curtume, estação de trabalho para processamento de couros de várias feras."
ulmContainerGunSafeInsecurePlayer,"Arma Insegura"
ulmContainerGunSafeInsecurePlayerDesc,"Armazenamento bom e confiável. Não possui cadeado."
ulmContainerGunSafePlayer,"Cofre de Armas"
ulmContainerGunSafePlayerDesc,"Armazenamento bom e confiável."
ulmContainerHardenedChestInsecurePlayer,"Peitoral Endurecido inseguro"
ulmContainerHardenedChestInsecurePlayerDesc,"Armazenamento muito resistente e espaçoso. Não possui cadeado."
ulmContainerHardenedChestSecurePlayer,"Baú endurecido"
ulmContainerHardenedChestSecurePlayerDesc,"Armazenamento muito resistente e espaçoso."
ulmContainerMunitionsBoxPlayer,"Caixa de Munições"
ulmContainerMunitionsBoxPlayerDesc,"Recipiente relativamente Seguro."
ulmContainerNightstandClosed,"Criado-mudo"
ulmContainerNightstandClosedDesc,"Armário pequeno projetado para ficar ao lado de uma cama ou em outro lugar para armazenar itens domésticos ou roupas comuns."
ulmContainerNightstandOpen1,"Criado-mudo"
ulmContainerNightstandOpen1Desc,"Armário pequeno projetado para ficar ao lado de uma cama ou em outro lugar para armazenar itens domésticos ou roupas comuns."
ulmContainerNightstandOpen2,"Criado-mudo"
ulmContainerNightstandOpen2Desc,"Armário pequeno projetado para ficar ao lado de uma cama ou em outro lugar para armazenar itens domésticos ou roupas comuns."
ulmContainerNightstandOpen3,"Criado-mudo"
ulmContainerNightstandOpen3Desc,"Armário pequeno projetado para ficar ao lado de uma cama ou em outro lugar para armazenar itens domésticos ou roupas comuns."
ulmContainerSafeWallEmpty,"Cofre de Parede"
ulmContainerSciFi01A,"Recipiente de Metal (Deco)"
ulmContainerSciFi01ADesc,"Apenas decoração, não tem armazenamento."
ulmContainerSciFi01ALoot,"Recipiente de Metal"
ulmContainerSciFi01ALootDesc,"Armazenamento resistente e espaçoso."
ulmContainerSciFi01ALootSecure,"Recipiente de Metal Seguro"
ulmContainerSciFi01ALootSecureDesc,"Armazenamento resistente e espaçoso."
ulmContainerSciFi01ALootSecureSigned,"Recipiente de Metal"
ulmContainerSciFi01ALootSecureSignedDesc,"Armazenamento resistente e espaçoso."
ulmContainerSciFi01B,"Recipiente de Metal (Deco)"
ulmContainerSciFi01BDesc,"Apenas decoração, não tem armazenament"
ulmContainerSciFi01BLoot,"Recipiente de Metal"
ulmContainerSciFi01BLootDesc,"Armazenamento resistente e espaçoso."
ulmContainerSciFi01BLootSecure,"Recipiente de Metal Seguro"
ulmContainerSciFi01BLootSecureDesc,"Armazenamento resistente e espaçoso."
ulmContainerSciFi01C,"Recipiente de Metal (Deco)"
ulmContainerSciFi01CDesc,"Apenas decoração, não tem armazenamento. Dimensões (LxPxA): [decea3]2x1x1[-]"
ulmContainerSciFi01CLoot,"Recipiente de Metal"
ulmContainerSciFi01CLootDesc,"Armazenamento grande resistente e espaçoso. Dimensões (LxPxA): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecure,"Recipiente de Metal Seguro"
ulmContainerSciFi01CLootSecureDesc,"Armazenamento grande resistente e espaçoso. Dimensões (LxPxA): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecureSigned,"Recipiente de Metal"
ulmContainerSciFi01CLootSecureSignedDesc,"Armazenamento grande resistente e espaçoso. Dimensões (LxPxA): [decea3]2x1x1[-]"
ulmContainerSciFi01D,"Recipiente de Metal (Deco)"
ulmContainerSciFi01DDesc,"Apenas decoração, não tem armazenamento. Dimensões (LxPxA): [decea3]2x1x1[-]"
ulmContainerSciFi01DLoot,"Recipiente de Metal"
ulmContainerSciFi01DLootDesc,"Armazenamento grande resistente e espaçoso. Dimensões (LxPxA): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecure,"Recipiente de Metal Seguro"
ulmContainerSciFi01DLootSecureDesc,"Armazenamento grande resistente e espaçoso. Dimensões (LxPxA): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecureSigned,"Recipiente de Metal"
ulmContainerSciFi01DLootSecureSignedDesc,"Armazenamento grande resistente e espaçoso. Dimensões (LxPxA): [decea3]2x1x1[-]"
ulmContainerSciFiVariantHelper,"Recipiente de Gadgets"
ulmContainerSciFiVariantHelperDesc,"For building POIs and creative use only."
ulmContainerSmallSafeVariantHelper,"Cofre Pequeno"
ulmContainerSmallSafeVariantHelperDesc,"Armazenamento pequeno, mas seguro para guardar seus objetos de valor.\n[808080]Contém várias formas.[-]"
ulmContainerStashElliannia,"Estoque de Elliannia"
ulmContainerStashEllianniaDesc,"Uma caixa de metal pequena. Debaixo da caixa há algumas letras inscritas: Estoque de Elliannia."
ulmContainerStashEllianniaInsecure,"Estoque de Elliannia"
ulmContainerStationChemistryCollapsed,"Estação de Química Quebrada"
ulmContainerStationChemistryCollapsedDesc,"Misture e prepare todos os tipos de misturas e produtos químicos."
ulmContainerSteelSafe1Closed,"Cofre Pequeno"
ulmContainerSteelSafe1ClosedDesc,"Cofre pequeno em aço, útil para guardar objetos de valor."
ulmContainerSteelSafe1CTRClosed,"Cofre Pequeno Centralizado"
ulmContainerSteelSafe1CTRClosedDesc,"Cofre pequeno em aço, útil para guardar objetos de valor."
ulmContainerSteelSafe1CTROpen,"Cofre Pequeno Centralizado Aberto"
ulmContainerSteelSafe1CTROpenDesc,"Bloco com valor principalmente decorativo."
ulmContainerSteelSafe1CTRSecure,"Cofre Pequeno Seguro Centralizado"
ulmContainerSteelSafe1CTRSecureDesc,"[decea3]Pode ser trancado.[-]\nPequeno cofre de aço, útil para guardar objetos de valor."
ulmContainerSteelSafe1Open,"Cofre Pequeno Aberto"
ulmContainerSteelSafe1OpenDesc,"Bloco com valor principalmente decorativo."
ulmContainerSteelSafe1Secure,"Cofre Pequeno Seguro"
ulmContainerSteelSafe1SecureDesc,"[decea3]Pode ser trancado.[-]\nPequeno cofre de aço, útil para guardar objetos de valor."
ulmContainerSteelSafe1WallClosed,"Cofre de Parede Pequeno"
ulmContainerSteelSafe1WallClosedDesc,"Cofre pequeno em aço, útil para guardar objetos de valor."
ulmContainerSteelSafe1WallOpen,"Cofre de parede pequeno, aberto"
ulmContainerSteelSafe1WallOpenDesc,"Bloco com valor principalmente decorativo."
ulmContainerSteelSafe1WallSecure,"Cofre de Parede Pequeno Seguro"
ulmContainerSteelSafe1WallSecureDesc,"[decea3]Pode ser trancado.[-]\nPequeno cofre de aço, útil para guardar objetos de valor."
ulmContainerSteelSafe2Closed,"Cofre de aço"
ulmContainerSteelSafe2ClosedDesc,"Cofre em aço, útil para guardar objetos de valor."
ulmContainerSteelSafe2Open,"Cofre de aço, aberto"
ulmContainerSteelSafe2OpenDesc,"Bloco com valor principalmente decorativo."
ulmContainerSteelSafe2Secure,"Cofre de Aço Seguro"
ulmContainerSteelSafe2SecureDesc,"[decea3]Pode ser trancado.[-]\nCofre de aço, útil para guardar objetos de valor."
ulmContainerSteelSafe3Closed,"Cofre Grande de Aço"
ulmContainerSteelSafe3ClosedDesc,"Cofre grande em aço, útil para guardar objetos de valor."
ulmContainerSteelSafe3Open,"Cofre de aço grande, aberto"
ulmContainerSteelSafe3OpenDesc,"Bloco com valor principalmente decorativo."
ulmContainerSteelSafe3Secure,"Cofre Grande de Aço Seguro"
ulmContainerSteelSafe3SecureDesc,"[decea3]Pode ser trancado.[-]\nGrande cofre de aço, útil para guardar objetos de valor."
ulmContainerSteelSafe4Closed,"Cofre de Aço Reforçado"
ulmContainerSteelSafe4ClosedDesc,"Cofre em aço reforçado, útil para guardar objetos de valor."
